track_name,artist_name,album_name,genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,release_year
Track_205,Juice WRLD,Rumours,Indie,30,0.34,0.384,0.158,0.887,0.74,0.056,0.972,134.12,239105,-5.83,2022
Track_206,John Lennon,Help!,R&B,44,0.837,0.916,0.055,0.986,0.208,0.679,0.792,109.67,200619,-4.02,1981
Track_207,Taylor Swift,Imagine,Blues,38,0.48,0.626,0.463,0.348,0.539,0.122,0.932,177.14,329387,-4.74,2025
Track_208,Travis Scott,Anti,Reggae,44,0.381,0.295,0.352,0.001,0.872,0.169,0.171,160.37,241567,-2.03,1972
Track_209,Imagine Dragons,21,Pop,7,0.804,0.853,0.562,0.951,0.355,0.754,0.418,74.14,170657,-17.46,1968
Track_210,Mark Ronson,Help!,K-Pop,71,0.706,0.255,0.63,0.687,0.882,0.632,0.258,142.45,92613,-20.62,2005
Track_211,Post Malone,Views,Country,46,0.94,0.449,0.646,0.956,0.031,0.486,0.907,195.45,95015,-19.48,1972
Track_212,Olivia Rodrigo,8 Mile Soundtrack,Funk,50,0.471,0.384,0.421,0.953,0.781,0.539,0.728,107.0,261076,-24.72,1968
Track_213,The Beatles,When We All Fall Asleep,Emo Rap,29,0.762,0.143,0.296,0.415,0.158,0.337,0.87,109.17,325182,-15.62,1958
Track_214,Halsey,Blonde,Britpop,60,0.86,0.362,0.221,0.942,0.07,0.144,0.399,162.48,260031,-11.32,1978
Track_215,Adele,Talking Book,Grunge,47,0.71,0.641,0.294,0.053,0.315,0.78,0.431,137.58,178837,-1.86,2011
Track_216,Juice WRLD,Spider-Verse,Synthwave,51,0.506,0.589,0.329,0.054,0.004,0.079,0.816,147.51,265758,-12.99,1986
Track_217,Nirvana,Divide,Jazz,10,0.569,0.203,0.514,0.466,0.85,0.219,0.647,114.25,114177,-15.72,1971
Track_218,Earth Wind & Fire,Fine Line,EDM,80,0.405,0.845,0.375,0.15,0.662,0.086,0.671,173.15,257869,-14.65,2007
Track_219,Megan Thee Stallion,Currents,Blues,77,0.608,0.959,0.453,0.927,0.544,0.196,0.328,115.27,262196,-3.65,2020
Track_220,Queen,Born to Die,Trap,66,0.684,0.207,0.497,0.171,0.935,0.778,0.802,77.67,154227,-14.42,2016
Track_221,Kanye West,SOUR,Jazz,64,0.91,0.914,0.062,0.384,0.377,0.268,0.307,124.14,199981,-3.16,1968
Track_222,Ariana Grande,OK Computer,Trap,57,0.317,0.604,0.387,0.955,0.095,0.093,0.775,170.0,211262,-3.31,2016
Track_223,The Chainsmokers,Astroworld,Classical,36,0.569,0.253,0.274,0.612,0.647,0.327,0.418,183.05,175405,-7.74,1999
Track_224,Led Zeppelin,Back in Black,Classical,100,0.436,0.35,0.33,0.689,0.093,0.696,0.175,196.39,254028,-13.92,1997
Track_225,Imagine Dragons,Evolve,K-Pop,46,0.545,0.913,0.277,0.48,0.491,0.305,0.102,170.81,224097,-23.36,2003
Track_226,Shawn Mendes,Born to Die,Metal,60,0.644,0.255,0.571,0.199,0.055,0.036,0.097,110.45,168202,-20.02,1967
Track_227,Drake,Dark Side of the Moon,Disco,46,0.224,0.431,0.394,0.176,0.827,0.474,0.375,82.89,216801,-2.64,2000
Track_228,Cardi B,Hotel California,Reggae,43,0.646,0.959,0.56,0.641,0.644,0.223,0.431,62.81,263397,-5.49,1953
Track_229,Doja Cat,Human After All,Pop,85,0.669,0.108,0.179,0.797,0.29,0.774,0.648,119.33,194279,-15.59,2010
Track_230,The Chainsmokers,Dark Side of the Moon,Classical,18,0.843,0.453,0.084,0.506,0.629,0.676,0.398,150.63,258742,-9.77,1977
Track_231,Post Malone,Human After All,R&B,100,0.7,0.867,0.185,0.704,0.848,0.246,0.189,167.17,309912,-2.51,2011
Track_232,Lady Gaga,Manic,Synthwave,38,0.711,0.988,0.183,0.414,0.369,0.038,0.709,140.09,153026,-20.25,1990
Track_233,Camila Cabello,7,Synthwave,36,0.934,0.419,0.209,0.168,0.625,0.451,0.323,125.91,187924,-6.48,2018
Track_234,Camila Cabello,Channel Orange,EDM,44,0.374,0.876,0.285,0.878,0.353,0.473,0.481,76.49,204900,-23.66,1992
Track_235,Coldplay,Currents,Trap,38,0.293,0.706,0.354,0.409,0.827,0.129,0.973,107.97,246854,-0.32,1959
Track_236,Justin Bieber,Morning Glory,Folk,60,0.692,0.257,0.42,0.005,0.26,0.611,0.207,167.03,171760,-12.76,1973
Track_237,Megan Thee Stallion,Hotel California,Country,38,0.953,0.441,0.044,0.197,0.354,0.021,0.35,176.65,194642,-20.24,2005
Track_238,Kanye West,After Hours,Britpop,62,0.443,0.191,0.337,0.303,0.062,0.046,0.932,123.83,361466,-11.99,1981
Track_239,Tones and I,Talking Book,Punk,25,0.48,0.268,0.617,0.909,0.383,0.19,0.726,78.37,347838,-6.65,1967
Track_240,Bruno Mars,Born to Die,EDM,30,0.229,0.88,0.181,0.529,0.046,0.796,0.666,151.5,304684,-24.51,1965
Track_241,Ariana Grande,DAMN.,Punk,32,0.57,0.236,0.458,0.624,0.286,0.533,0.666,97.8,291621,-9.86,2006
Track_242,Mark Ronson,Astroworld,R&B,52,0.289,0.195,0.145,0.198,0.25,0.423,0.238,158.48,210544,-17.62,2015
Track_243,Queen,Channel Orange,Funk,44,0.383,0.111,0.076,0.109,0.545,0.4,0.933,169.13,176428,-23.12,1976
Track_244,Camila Cabello,8 Mile Soundtrack,Classical,0,0.406,0.145,0.532,0.865,0.81,0.295,0.679,119.64,284309,-22.1,1979
Track_245,Megan Thee Stallion,Thriller,Pop,47,0.479,0.49,0.412,0.87,0.088,0.654,0.22,116.11,208615,-0.94,1967
Track_246,Lil Nas X,Justice,Emo Rap,66,0.822,0.201,0.459,0.058,0.895,0.136,0.437,142.71,157426,-4.94,2011
Track_247,Kanye West,Starboy,EDM,61,0.873,0.883,0.478,0.883,0.459,0.396,0.875,121.7,158890,-23.42,1998
Track_248,Linkin Park,I Am,Pop,58,0.641,0.97,0.442,0.335,0.497,0.563,0.139,152.64,161807,-18.79,2017
Track_249,The Chainsmokers,Homework,Synthwave,82,0.896,0.645,0.027,0.925,0.48,0.381,0.511,83.16,330282,-6.21,1999
Track_250,Imagine Dragons,When We All Fall Asleep,Folk,71,0.702,0.459,0.168,0.455,0.761,0.364,0.847,122.59,253250,-22.03,1985
Track_251,Travis Scott,Discovery,Pop,49,0.628,0.835,0.519,0.954,0.606,0.713,0.573,151.64,249241,-13.59,1963
Track_252,Sting,Fine Line,Rock,67,0.799,0.634,0.471,0.36,0.43,0.087,0.663,60.31,195295,-16.12,1978
Track_253,Coldplay,Views,Latin,46,0.9,0.538,0.538,0.735,0.389,0.211,0.232,76.9,260256,-3.7,2016
Track_254,The Beatles,Dark Side of the Moon,Jazz,75,0.923,0.845,0.391,0.764,0.428,0.53,0.939,78.85,278894,-12.53,1993
Track_255,Tones and I,21,Latin,70,0.596,0.92,0.132,0.573,0.694,0.111,0.41,144.08,181541,-2.93,2005
Track_256,24kGoldn,Justice,Punk,45,0.957,0.503,0.104,0.409,0.665,0.601,0.328,158.21,392752,-3.48,1981
Track_257,Shawn Mendes,Channel Orange,Britpop,65,0.427,0.407,0.444,0.972,0.618,0.767,0.519,157.2,319975,-16.94,1977
Track_258,Eagles,Future Nostalgia,Latin,3,0.754,0.7,0.583,0.529,0.834,0.344,0.062,74.91,168674,-15.48,2011
Track_259,Led Zeppelin,Homework,Rock,50,0.967,0.708,0.112,0.061,0.745,0.171,0.553,110.22,344687,-13.69,1975
Track_260,Rihanna,Human After All,K-Pop,82,0.638,0.311,0.514,0.791,0.273,0.535,0.912,114.26,165806,-1.08,2021
Track_261,Kanye West,I Am,Latin,73,0.684,0.795,0.568,0.822,0.866,0.567,0.652,165.72,243714,-11.33,1956
Track_262,Lady Gaga,Purple Rain,K-Pop,50,0.732,0.266,0.129,0.509,0.358,0.349,0.568,78.21,276064,-10.4,1974
Track_263,Santana,After Hours,Folk,51,0.32,0.387,0.052,0.923,0.585,0.533,0.506,140.17,206311,-16.05,2009
Track_264,Shawn Mendes,I Am,Disco,84,0.813,0.242,0.362,0.399,0.332,0.708,0.667,106.35,220575,-17.66,1978
Track_265,Megan Thee Stallion,OK Computer,Disco,100,0.965,0.108,0.441,0.441,0.859,0.495,0.628,194.25,237633,-7.94,2010
Track_266,Imagine Dragons,Justice,R&B,53,0.219,0.56,0.505,0.509,0.483,0.395,0.326,151.21,336189,-16.99,1999
Track_267,Adele,8 Mile Soundtrack,EDM,20,0.364,0.66,0.154,0.679,0.794,0.172,0.821,183.01,222548,-6.47,2018
Track_268,Dua Lipa,Discovery,Hip-Hop,94,0.23,0.165,0.132,0.249,0.067,0.659,0.897,117.07,254172,-13.72,1969
Track_269,Bee Gees,SOUR,Folk,45,0.205,0.741,0.06,0.738,0.043,0.68,0.383,130.4,259264,-17.75,1952
Track_270,Kanye West,Scorpion,Grunge,43,0.498,0.832,0.039,0.155,0.209,0.6,0.791,178.93,374483,-17.63,1961
Track_271,Coldplay,Morning Glory,Reggae,58,0.882,0.226,0.046,0.567,0.374,0.443,0.129,89.41,237623,-6.46,1997
Track_272,Camila Cabello,Future Nostalgia,Jazz,95,0.311,0.264,0.409,0.25,0.109,0.54,0.578,67.61,174521,-6.22,2002
Track_273,Glass Animals,Dark Side of the Moon,Britpop,88,0.396,0.276,0.386,0.942,0.339,0.54,0.268,99.92,279721,-23.25,2020
Track_274,Oasis,I Am,Funk,37,0.741,0.236,0.377,0.8,0.911,0.143,0.341,169.99,317607,-7.2,2007
Track_275,Linkin Park,SOUR,Classical,81,0.885,0.512,0.246,0.302,0.524,0.149,0.614,177.85,312856,-3.53,1996
Track_276,Mark Ronson,Anti,Jazz,51,0.767,0.894,0.555,0.625,0.772,0.467,0.765,89.79,156229,-24.08,1983
Track_277,Santana,Anti,Latin,46,0.506,0.893,0.391,0.849,0.127,0.406,0.134,110.94,211979,-24.74,2010
Track_278,Prince,OK Computer,Synthwave,55,0.324,0.604,0.376,0.863,0.139,0.588,0.923,65.66,207033,-5.96,1971
Track_279,John Lennon,Nevermind,Classical,58,0.604,0.804,0.264,0.909,0.837,0.042,0.653,74.45,328722,-0.79,1997
Track_280,Coldplay,Evolve,K-Pop,26,0.494,0.437,0.39,0.889,0.074,0.209,0.955,91.21,203026,-14.85,1983
Track_281,The Chainsmokers,Rumours,Funk,41,0.329,0.169,0.425,0.209,0.178,0.296,0.717,76.57,239621,-19.24,1950
Track_282,Sting,DAMN.,Funk,21,0.705,0.466,0.174,0.127,0.563,0.116,0.527,184.71,250542,-21.33,2011
Track_283,Kendrick Lamar,Spider-Verse,EDM,87,0.64,0.117,0.473,0.655,0.269,0.078,0.468,198.99,218949,-3.32,2016
Track_284,Kendrick Lamar,7,Punk,67,0.342,0.687,0.187,0.717,0.326,0.368,0.599,92.17,133144,-15.36,1968
Track_285,Nirvana,Divide,Jazz,73,0.527,0.233,0.081,0.471,0.584,0.041,0.779,130.47,185108,-22.06,2016
Track_286,Halsey,Homework,Country,79,0.804,0.678,0.349,0.367,0.041,0.429,0.263,172.32,126956,-5.26,2019
Track_287,Earth Wind & Fire,Future Nostalgia,Trap,65,0.572,0.307,0.561,0.28,0.833,0.333,0.226,159.28,258533,-5.26,2023
Track_288,Olivia Rodrigo,Lemonade,R&B,91,0.736,0.381,0.248,0.153,0.619,0.21,0.845,119.3,243952,-15.86,2016
Track_289,Lil Nas X,Human After All,Metal,17,0.576,0.429,0.37,0.251,0.291,0.282,0.706,163.01,294456,-3.63,1976
Track_290,Beyonce,DAMN.,K-Pop,18,0.326,0.291,0.272,0.335,0.523,0.561,0.707,82.5,270629,-0.89,1979
Track_291,The Weeknd,Hotel California,Country,78,0.25,0.297,0.07,0.037,0.365,0.788,0.621,132.94,211185,-7.21,2010
Track_292,Lady Gaga,21,EDM,39,0.712,0.815,0.2,0.033,0.57,0.417,0.265,83.73,255067,-24.1,2013
Track_293,Prince,Discovery,Pop,72,0.512,0.696,0.275,0.198,0.015,0.566,0.905,136.94,265022,-6.85,1970
Track_294,Glass Animals,Currents,Indie,74,0.673,0.273,0.606,0.569,0.248,0.332,0.149,70.13,228963,-17.64,1994
Track_295,Eagles,Born to Die,Classical,67,0.741,0.96,0.375,0.762,0.72,0.769,0.477,124.5,167617,-10.33,2018
Track_296,Ed Sheeran,Back in Black,R&B,87,0.975,0.702,0.165,0.313,0.908,0.418,0.059,176.5,275017,-18.79,1983
Track_297,Adele,Manic,Synthwave,100,0.572,0.415,0.583,0.266,0.9,0.55,0.896,129.86,303855,-20.01,1993
Track_298,Cardi B,When We All Fall Asleep,Classical,61,0.852,0.417,0.511,0.119,0.075,0.765,0.508,60.93,352917,-3.57,1976
Track_299,Queen,Back in Black,Indie,0,0.9,0.873,0.329,0.975,0.87,0.231,0.257,140.73,248389,-23.65,1990
Track_300,Dua Lipa,Back in Black,Latin,29,0.735,0.256,0.635,0.691,0.437,0.554,0.061,89.51,239066,-10.47,1954
Track_301,Imagine Dragons,Fine Line,Grunge,62,0.41,0.953,0.236,0.182,0.403,0.341,0.75,111.11,283252,-14.99,1983
Track_302,Harry Styles,Imagine,Trap,92,0.835,0.742,0.527,0.55,0.813,0.165,0.794,163.4,228139,-13.18,1966
Track_303,The Weeknd,Imagine,Punk,90,0.692,0.575,0.219,0.482,0.238,0.688,0.094,73.86,334927,-20.92,2013
Track_304,The Beatles,Spider-Verse,Funk,33,0.482,0.599,0.607,0.255,0.019,0.106,0.857,194.84,256784,-20.03,1962
Track_305,Olivia Rodrigo,Discovery,Britpop,74,0.477,0.699,0.327,0.729,0.845,0.311,0.316,148.44,332936,-21.38,2018
Track_306,Kendrick Lamar,Random Access Memories,Folk,32,0.862,0.163,0.122,0.226,0.301,0.24,0.299,150.25,182620,-18.22,2003
Track_307,Harry Styles,Fine Line,K-Pop,27,0.331,0.86,0.099,0.232,0.239,0.598,0.747,89.48,231390,-15.07,2025
Track_308,Nirvana,Nevermind,Funk,95,0.609,0.986,0.085,0.612,0.08,0.746,0.413,92.11,274177,-6.56,2020
Track_309,Harry Styles,Random Access Memories,Country,39,0.227,0.418,0.597,0.856,0.444,0.698,0.919,136.8,233862,-21.62,1966
Track_310,Ariana Grande,Anti,EDM,26,0.696,0.602,0.35,0.633,0.294,0.284,0.552,172.66,191243,-13.95,2025
Track_311,Drake,Astroworld,Classical,54,0.836,0.855,0.237,0.465,0.008,0.738,0.931,126.79,240769,-24.77,1969
Track_312,Dua Lipa,Views,Grunge,64,0.347,0.885,0.295,0.247,0.679,0.52,0.82,90.88,167606,-23.02,1979
Track_313,Coldplay,When We All Fall Asleep,Disco,46,0.831,0.467,0.558,0.181,0.275,0.513,0.624,98.1,336557,-9.43,1984
Track_314,Oasis,I Am,Pop,84,0.345,0.191,0.19,0.708,0.691,0.194,0.19,129.1,262780,-16.45,1969
Track_315,Post Malone,Rumours,Indie,52,0.263,0.768,0.112,0.264,0.373,0.439,0.219,185.4,225600,-18.75,2009
Track_316,Earth Wind & Fire,After Hours,R&B,4,0.393,0.985,0.145,0.728,0.089,0.536,0.244,114.48,347914,-0.97,1981
Track_317,Imagine Dragons,Help!,Britpop,53,0.295,0.528,0.208,0.357,0.049,0.537,0.955,93.04,164262,-14.15,1955
Track_318,The Weeknd,Help!,Classical,87,0.207,0.137,0.514,0.471,0.566,0.303,0.133,82.08,312299,-22.71,2024
Track_319,Rihanna,Talking Book,Britpop,88,0.747,0.804,0.099,0.23,0.933,0.633,0.754,172.77,271656,-14.03,1957
Track_320,Oasis,Divide,Emo Rap,46,0.901,0.532,0.296,0.292,0.662,0.16,0.224,108.67,265106,-6.69,1998
Track_321,Lil Nas X,In Rainbows,Latin,68,0.431,0.334,0.251,0.001,0.606,0.309,0.223,62.62,254605,-3.58,1970
Track_322,Doja Cat,OK Computer,Blues,48,0.62,0.445,0.35,0.493,0.524,0.494,0.35,149.73,153527,-22.24,1991
Track_323,Tones and I,Homework,Hip-Hop,61,0.881,0.28,0.326,0.098,0.542,0.671,0.662,133.61,212789,-7.47,1955
Track_324,Santana,21,Indie,47,0.926,0.286,0.33,0.881,0.076,0.643,0.106,138.12,225790,-1.54,1978
Track_325,Stevie Wonder,Fine Line,Emo Rap,63,0.232,0.163,0.211,0.935,0.913,0.087,0.724,134.43,197792,-20.26,1957
Track_326,Tones and I,Homework,Blues,43,0.784,0.47,0.086,0.632,0.34,0.372,0.669,183.6,213307,-20.83,2022
Track_327,Taylor Swift,Channel Orange,Metal,47,0.979,0.494,0.242,0.312,0.942,0.266,0.396,166.99,270019,-14.24,2014
Track_328,Camila Cabello,I Am,Grunge,39,0.797,0.924,0.18,0.952,0.425,0.324,0.725,197.61,223913,-10.11,1980
Track_329,Tones and I,1989,Reggae,49,0.867,0.119,0.538,0.683,0.262,0.447,0.567,189.63,280393,-21.13,1950
Track_330,Queen,Dark Side of the Moon,Indie,70,0.654,0.307,0.531,0.091,0.38,0.735,0.733,161.3,283850,-5.18,1969
Track_331,Taylor Swift,Rumours,Emo Rap,59,0.701,0.133,0.529,0.378,0.741,0.738,0.361,183.17,215659,-14.14,2023
Track_332,Eagles,7,K-Pop,31,0.242,0.567,0.221,0.559,0.31,0.561,0.192,154.31,176738,-0.07,1951
Track_333,Harry Styles,In Rainbows,Trap,77,0.813,0.232,0.232,0.471,0.708,0.443,0.294,115.79,274219,-14.14,2014
Track_334,Ariana Grande,1989,Country,28,0.709,0.275,0.408,0.728,0.234,0.067,0.772,105.28,214733,-1.9,2011
Track_335,Adele,DAMN.,Synthwave,34,0.45,0.629,0.035,0.302,0.938,0.497,0.971,121.91,265659,-21.35,2002
Track_336,Queen,7,Jazz,77,0.267,0.758,0.173,0.615,0.14,0.668,0.318,108.06,320470,-4.89,1997
Track_337,Post Malone,Starboy,Funk,34,0.365,0.586,0.493,0.543,0.592,0.794,0.696,153.56,325737,-15.58,1952
Track_338,Beyonce,Lemonade,Rock,64,0.816,0.65,0.053,0.648,0.008,0.317,0.302,179.29,283026,-8.5,1982
Track_339,Nirvana,Divide,Reggae,57,0.962,0.189,0.219,0.858,0.505,0.157,0.516,124.12,298326,-1.84,1999
Track_340,Ed Sheeran,Thriller,Blues,45,0.781,0.116,0.451,0.352,0.287,0.797,0.96,98.62,305516,-23.45,2017
Track_341,Santana,Justice,Pop,71,0.467,0.45,0.106,0.723,0.495,0.546,0.862,156.11,226516,-14.57,2021
Track_342,Olivia Rodrigo,Morning Glory,Punk,73,0.623,0.284,0.107,0.536,0.76,0.691,0.337,158.72,211190,-11.9,1989
Track_343,Mark Ronson,SOUR,Country,73,0.635,0.944,0.095,0.314,0.836,0.584,0.762,183.22,213905,-14.65,2022
Track_344,Stevie Wonder,Scorpion,Soul,64,0.303,0.123,0.641,0.611,0.575,0.494,0.605,92.33,271598,-24.35,1985
Track_345,Adele,Back in Black,Country,70,0.707,0.264,0.264,0.469,0.156,0.189,0.43,195.63,184456,-1.86,2014
Track_346,Stevie Wonder,7,K-Pop,55,0.923,0.977,0.566,0.485,0.309,0.371,0.28,116.68,217830,-23.95,1975
Track_347,Cardi B,Justice,K-Pop,8,0.646,0.577,0.424,0.697,0.037,0.096,0.475,182.89,327608,-3.06,1990
Track_348,Prince,Lemonade,Latin,62,0.502,0.781,0.626,0.188,0.418,0.709,0.77,100.03,238277,-20.84,2000
Track_349,Billie Eilish,OK Computer,Rock,77,0.704,0.18,0.335,0.178,0.556,0.717,0.558,115.03,201900,-16.91,2016
Track_350,Ed Sheeran,Imagine,Soul,97,0.888,0.18,0.224,0.642,0.676,0.14,0.732,72.77,162821,-7.34,2025
Track_351,Coldplay,Fine Line,Hip-Hop,44,0.961,0.645,0.121,0.545,0.042,0.145,0.362,181.98,146795,-3.43,2017
Track_352,Kendrick Lamar,Morning Glory,EDM,36,0.8,0.497,0.415,0.116,0.125,0.17,0.629,95.44,264996,-13.53,1956
Track_353,Travis Scott,Anti,Pop,57,0.571,0.465,0.07,0.594,0.232,0.442,0.626,138.06,319765,-4.37,2013
Track_354,Led Zeppelin,Imagine,Country,51,0.866,0.694,0.548,0.295,0.874,0.049,0.438,84.95,226526,-8.2,1957
Track_355,Rihanna,Homework,Emo Rap,58,0.555,0.615,0.607,0.092,0.284,0.301,0.402,69.47,203525,-14.32,2023
Track_356,Glass Animals,Nevermind,Reggae,80,0.414,0.569,0.351,0.689,0.581,0.096,0.729,148.06,309147,-0.32,2010
Track_357,Halsey,In Rainbows,Emo Rap,11,0.403,0.612,0.413,0.918,0.584,0.402,0.728,129.68,291512,-4.8,1986
Track_358,Rihanna,7,Emo Rap,56,0.219,0.657,0.094,0.84,0.76,0.799,0.435,106.73,239561,-10.99,1987
Track_359,Coldplay,Supernatural,Pop,47,0.253,0.367,0.366,0.759,0.108,0.273,0.418,139.65,197250,-1.0,1975
Track_360,Taylor Swift,Purple Rain,Folk,80,0.57,0.132,0.106,0.154,0.438,0.694,0.883,124.75,207850,-4.65,1993
Track_361,Cardi B,21,Disco,20,0.633,0.117,0.384,0.328,0.87,0.639,0.112,80.9,204146,-3.98,1988
Track_362,Sting,Justice,Britpop,72,0.504,0.63,0.565,0.744,0.67,0.258,0.079,117.94,174733,-12.57,2018
Track_363,Prince,Fine Line,Soul,59,0.288,0.799,0.51,0.904,0.422,0.03,0.499,130.01,289763,-20.24,1988
Track_364,Halsey,Lemonade,Reggae,86,0.841,0.935,0.446,0.131,0.688,0.373,0.714,133.13,335289,-24.9,1991
Track_365,Queen,Human After All,Grunge,28,0.28,0.782,0.49,0.022,0.721,0.515,0.245,88.08,349010,-17.84,1961
Track_366,Juice WRLD,I Am,Soul,52,0.289,0.953,0.373,0.101,0.515,0.444,0.302,192.06,274771,-4.9,1965
Track_367,Olivia Rodrigo,When We All Fall Asleep,EDM,35,0.622,0.145,0.038,0.894,0.048,0.313,0.13,114.87,357350,-7.38,1959
Track_368,Bruno Mars,Random Access Memories,Emo Rap,38,0.838,0.734,0.443,0.528,0.925,0.607,0.483,78.45,205334,-4.68,2007
Track_369,Ariana Grande,Dark Side of the Moon,R&B,41,0.798,0.519,0.617,0.142,0.851,0.214,0.388,85.67,320145,-2.07,2008
Track_370,Sting,I Am,Soul,82,0.474,0.511,0.128,0.76,0.574,0.111,0.146,174.46,252880,-5.08,2012
Track_371,Imagine Dragons,Channel Orange,Britpop,63,0.513,0.468,0.411,0.542,0.925,0.313,0.367,173.95,168598,-10.23,1959
Track_372,Dua Lipa,Blonde,Folk,49,0.722,0.758,0.469,0.828,0.109,0.481,0.353,73.67,205263,-13.87,2019
Track_373,Post Malone,Manic,Hip-Hop,41,0.839,0.391,0.426,0.061,0.207,0.12,0.59,165.7,165719,-4.75,1963
Track_374,Megan Thee Stallion,Morning Glory,Synthwave,35,0.68,0.498,0.15,0.869,0.285,0.638,0.682,188.59,254504,-1.58,1969
Track_375,Shawn Mendes,Future Nostalgia,Hip-Hop,100,0.515,0.214,0.205,0.366,0.521,0.052,0.704,174.91,248971,-16.02,2024
Track_376,Billie Eilish,Divide,Blues,47,0.448,0.441,0.26,0.54,0.629,0.385,0.225,113.84,182607,-1.89,2005
Track_377,Stevie Wonder,Morning Glory,Reggae,61,0.212,0.742,0.327,0.432,0.941,0.077,0.647,118.22,257297,-13.6,1966
Track_378,Ariana Grande,In Rainbows,Punk,29,0.84,0.442,0.162,0.421,0.007,0.404,0.73,159.7,257816,-18.27,1973
Track_379,Juice WRLD,Blonde,Indie,87,0.75,0.201,0.323,0.684,0.135,0.588,0.965,197.71,229399,-5.53,1954
Track_380,Justin Bieber,Lemonade,Hip-Hop,63,0.569,0.76,0.625,0.077,0.602,0.64,0.341,67.39,223530,-16.41,2016
Track_381,Doja Cat,After Hours,Funk,26,0.772,0.475,0.625,0.79,0.275,0.038,0.908,164.92,234632,-6.83,2008
Track_382,Olivia Rodrigo,Spider-Verse,Rock,26,0.712,0.36,0.485,0.027,0.461,0.11,0.121,169.73,203101,-18.7,2010
Track_383,Rihanna,Evolve,Classical,67,0.336,0.627,0.115,0.442,0.767,0.216,0.702,127.89,242600,-5.02,1982
Track_384,Queen,Talking Book,Hip-Hop,16,0.853,0.77,0.28,0.379,0.628,0.584,0.206,140.89,177054,-3.95,1968
Track_385,Led Zeppelin,Discovery,Classical,81,0.571,0.524,0.617,0.913,0.222,0.55,0.413,96.77,261714,-11.74,1964
Track_386,Dua Lipa,After Hours,Reggae,38,0.614,0.951,0.081,0.526,0.336,0.677,0.618,151.29,275292,-18.19,2007
Track_387,Lil Nas X,Evolve,R&B,40,0.803,0.767,0.483,0.583,0.185,0.277,0.692,85.19,190703,-11.31,1982
Track_388,Kanye West,After Hours,Hip-Hop,29,0.735,0.413,0.477,0.249,0.032,0.499,0.103,143.18,278757,-2.65,1951
Track_389,The Beatles,In Rainbows,Britpop,51,0.868,0.216,0.434,0.891,0.538,0.774,0.883,157.39,210711,-18.67,1965
Track_390,Justin Bieber,Homework,Hip-Hop,72,0.533,0.904,0.505,0.32,0.154,0.068,0.773,113.59,217469,-16.68,2008
Track_391,Led Zeppelin,Spider-Verse,Classical,27,0.924,0.643,0.132,0.487,0.137,0.617,0.253,150.07,265461,-2.18,1972
Track_392,Shawn Mendes,Spider-Verse,R&B,84,0.395,0.497,0.585,0.147,0.608,0.747,0.668,97.3,274542,-7.5,1954
Track_393,Bee Gees,Blonde,Pop,43,0.573,0.459,0.478,0.804,0.067,0.188,0.408,156.5,140615,-5.5,2015
Track_394,Eagles,Blonde,Latin,44,0.243,0.987,0.428,0.362,0.811,0.279,0.832,166.46,284118,-17.75,1995
Track_395,Oasis,Imagine,Latin,90,0.433,0.447,0.087,0.682,0.462,0.709,0.457,86.53,222116,-24.11,1955
Track_396,Ed Sheeran,Currents,Blues,21,0.702,0.545,0.628,0.804,0.918,0.023,0.366,107.28,308485,-6.97,2012
Track_397,Bee Gees,DAMN.,Jazz,18,0.882,0.233,0.385,0.916,0.035,0.122,0.658,125.97,263360,-2.05,2016
Track_398,Queen,When We All Fall Asleep,Emo Rap,90,0.906,0.83,0.081,0.605,0.794,0.061,0.81,75.99,247653,-10.13,1966
Track_399,Rihanna,7,Hip-Hop,14,0.966,0.704,0.224,0.966,0.547,0.118,0.828,171.03,289018,-5.89,1975
Track_400,Bruno Mars,Imagine,Folk,65,0.524,0.72,0.369,0.434,0.879,0.042,0.143,178.63,262778,-9.69,1958
Track_401,Doja Cat,Help!,Pop,57,0.922,0.729,0.394,0.281,0.659,0.636,0.493,77.76,243509,-21.42,2012
Track_402,Lil Nas X,Lemonade,Soul,56,0.74,0.631,0.472,0.606,0.084,0.663,0.33,118.63,277079,-11.06,2002
Track_403,Oasis,DAMN.,Disco,18,0.97,0.552,0.312,0.62,0.198,0.052,0.155,80.89,158739,-3.91,1962
Track_404,Halsey,Rumours,EDM,51,0.703,0.354,0.294,0.331,0.765,0.609,0.09,163.66,224382,-1.88,1970
Track_405,Taylor Swift,Help!,Pop,45,0.384,0.496,0.385,0.415,0.71,0.72,0.264,75.42,237849,-19.31,2012
Track_406,Prince,Astroworld,Jazz,62,0.656,0.148,0.295,0.214,0.579,0.151,0.397,124.08,225208,-20.15,1998
Track_407,The Chainsmokers,Evolve,Jazz,81,0.247,0.221,0.557,0.454,0.163,0.281,0.874,144.51,306029,-5.26,1992
Track_408,Coldplay,OK Computer,EDM,100,0.267,0.863,0.328,0.986,0.562,0.671,0.31,162.2,218004,-6.6,2023
Track_409,Prince,When We All Fall Asleep,Folk,8,0.662,0.233,0.381,0.005,0.931,0.042,0.488,167.6,179409,-24.16,2005
Track_410,Tones and I,Manic,Funk,37,0.636,0.111,0.481,0.94,0.126,0.244,0.652,72.7,253102,-13.01,1962
